SVCCD,Description,CPT,Gross Charge,As of Date,DISCOUNTED CASH PRICE INPATIENT,DISCOUNTED CASH PRICE OUTPATIENT,DE-IDENTIFIED MIN,DE-IDENTIFIED MAX,Premera Blue Cross of AK - All Plans ,Premera Blue Cross of AK - CHS Employees - All Plans ,Aetna HMO PPO POS - All Plans ,Aetna AK Care (State) HMO PPO POS - All Plans ,Pacific Health Coalition PPO - All Plans ,United Healthcare PPO POS - All Plans ,Cigna PPO - All Plans ,MODA PPO - All Plans ,Multiplan PPO - All Plans 
1217988,METOLAZONE 2.5MG TAB,,14,2/13/2023,7,4.2,6.426,13.146,6.804,6.426,9.814,9.436,7.924,9.338,10.066,10.458,13.146
1314201,CITRATE,82507,229,2/13/2023,114.5,68.7,105.111,215.031,111.294,105.111,160.529,154.346,129.614,152.743,164.651,171.063,215.031
1219666,SALINE.65%NAS SP 45M,,31,2/13/2023,15.5,9.3,14.229,29.109,15.066,14.229,21.731,20.894,17.546,20.677,22.289,23.157,29.109
1641039,MR-BREAST BI WWO,C8908,2209,2/13/2023,1104.5,662.7,1013.931,2074.251,1073.574,1013.931,1548.509,1488.866,1250.294,1473.403,1588.271,1650.123,2074.251
1315033,"GENOTYPE,DNA,HIV REV",87901,891,2/13/2023,445.5,267.3,408.969,836.649,433.026,408.969,624.591,600.534,504.306,594.297,640.629,665.577,836.649
7210785,"ZOSTER VACC, SC",,226,2/13/2023,113,67.8,103.734,212.214,109.836,103.734,158.426,152.324,127.916,150.742,162.494,168.822,212.214
265206,R&B M/S PVT TELEM,,10744,2/13/2023,5372,3223.2,4931.496,10088.616,5221.584,4931.496,7531.544,7241.456,6081.104,7166.248,7724.936,8025.768,10088.616
1314936,"ROTAVIRUS AG,EIA",87425,538,2/13/2023,269,161.4,246.942,505.182,261.468,246.942,377.138,362.612,304.508,358.846,386.822,401.886,505.182
1314227,DHEA-S,82627,186,2/13/2023,93,55.8,85.374,174.654,90.396,85.374,130.386,125.364,105.276,124.062,133.734,138.942,174.654
1219118,NEO/POL/DEX.1%OIN3.5,,103,2/13/2023,51.5,30.9,47.277,96.717,50.058,47.277,72.203,69.422,58.298,68.701,74.057,76.941,96.717
7211603,VERAPAM 2.5MG/ML 2ML,,165,2/13/2023,82.5,49.5,75.735,154.935,80.19,75.735,115.665,111.21,93.39,110.055,118.635,123.255,154.935
1210149,CEFOXITIN 1GM INJ,J0694,40,2/13/2023,20,12,18.36,37.56,19.44,18.36,28.04,26.96,22.64,26.68,28.76,29.88,37.56
1218840,FA/B COMP W/C CAP,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1321092,PATH CONSULT-INTRADD,88332,60,2/13/2023,30,18,27.54,56.34,29.16,27.54,42.06,40.44,33.96,40.02,43.14,44.82,56.34
7211190,PHENAZOPYRID 95MG TB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1140214,OR LEV 4 INI 15 MIN,SURG,13360,2/13/2023,6680,4008,6132.24,12545.04,6492.96,6132.24,9365.36,9004.64,7561.76,8911.12,9605.84,9979.92,12545.04
1219997,LIDO2%EPI1:200000/10,,47,2/13/2023,23.5,14.1,21.573,44.133,22.842,21.573,32.947,31.678,26.602,31.349,33.793,35.109,44.133
1691094,FL-GASTRO TUBE PLACE,SURG,6743,2/13/2023,3371.5,2022.9,3095.037,6331.677,3277.098,3095.037,4726.843,4544.782,3816.538,4497.581,4848.217,5037.021,6331.677
1414101,BREAST IMPLANT 2,C1789,12731,2/13/2023,6365.5,3819.3,5843.529,11954.409,6187.266,5843.529,8924.431,8580.694,7205.746,8491.577,9153.589,9510.057,11954.409
1110816,OR LEV 6 EA ADD MIN,SURG,195,2/13/2023,97.5,58.5,89.505,183.105,94.77,89.505,136.695,131.43,110.37,130.065,140.205,145.665,183.105
1660002,HE-MANDIBLE LTD DR,70100,470,2/13/2023,235,141,215.73,441.33,228.42,215.73,329.47,316.78,266.02,313.49,337.93,351.09,441.33
1314672,"ENCEPH, WEST EQUINE",86654,50,2/13/2023,25,15,22.95,46.95,24.3,22.95,35.05,33.7,28.3,33.35,35.95,37.35,46.95
1314521,VITAMIN A,84590,294,2/13/2023,147,88.2,134.946,276.066,142.884,134.946,206.094,198.156,166.404,196.098,211.386,219.618,276.066
1214680,DIP/LID/AL/MG/SIM5ML,,12,2/13/2023,6,3.6,5.508,11.268,5.832,5.508,8.412,8.088,6.792,8.004,8.628,8.964,11.268
1630017,CT-ABD PARACEN W IMG,49083,3687,2/13/2023,1843.5,1106.1,1692.333,3462.093,1791.882,1692.333,2584.587,2485.038,2086.842,2459.229,2650.953,2754.189,3462.093
1413183,LEAD PMKR NON-TRN L1,C1898,10425,2/13/2023,5212.5,3127.5,4785.075,9789.075,5066.55,4785.075,7307.925,7026.45,5900.55,6953.475,7495.575,7787.475,9789.075
1217306,CHLORDIAZEPOXIDE 5MG,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1660144,LE-KNEE 3VWS BI DR,73562,1075,2/13/2023,537.5,322.5,493.425,1009.425,522.45,493.425,753.575,724.55,608.45,717.025,772.925,803.025,1009.425
1314347,LACTATE DEHYDROLDH,83615,100,2/13/2023,50,30,45.9,93.9,48.6,45.9,70.1,67.4,56.6,66.7,71.9,74.7,93.9
1214159,SACUT49-VALSA51MG TB,,41,2/13/2023,20.5,12.3,18.819,38.499,19.926,18.819,28.741,27.634,23.206,27.347,29.479,30.627,38.499
1414018,ANCHOR/SCRW LEVEL 18,C1713,50117,2/13/2023,25058.5,15035.1,23003.703,47059.863,24356.862,23003.703,35132.017,33778.858,28366.222,33428.039,36034.123,37437.399,47059.863
1140161,PACU LEV 1 INI 15 MN,,1103,2/13/2023,551.5,330.9,506.277,1035.717,536.058,506.277,773.203,743.422,624.298,735.701,793.057,823.941,1035.717
1314469,"SODIUM,SER PL OR WB",84295,90,2/13/2023,45,27,41.31,84.51,43.74,41.31,63.09,60.66,50.94,60.03,64.71,67.23,84.51
8060078,IC-COR THROMBECTOMY,92973,2426,2/13/2023,1213,727.8,1113.534,2278.014,1179.036,1113.534,1700.626,1635.124,1373.116,1618.142,1744.294,1812.222,2278.014
1532032,BLOOD TRANSF 4 6 HRS,36430,3973,2/13/2023,1986.5,1191.9,1823.607,3730.647,1930.878,1823.607,2785.073,2677.802,2248.718,2649.991,2856.587,2967.831,3730.647
1210800,CEFAZOLIN 500MG INJ,J0690,3.6,2/13/2023,1.8,1.08,1.6524,3.3804,1.7496,1.6524,2.5236,2.4264,2.0376,2.4012,2.5884,2.6892,3.3804
1314572,"CRP,HIGHLY SENS",86141,289,2/13/2023,144.5,86.7,132.651,271.371,140.454,132.651,202.589,194.786,163.574,192.763,207.791,215.883,271.371
1210538,MIDAZOL HCL 1MG INJ,J2250,9.4,2/13/2023,4.7,2.82,4.3146,8.8266,4.5684,4.3146,6.5894,6.3356,5.3204,6.2698,6.7586,7.0218,8.8266
1160403,MODSED SAME ADD15MIN,99153,289,2/13/2023,144.5,86.7,132.651,271.371,140.454,132.651,202.589,194.786,163.574,192.763,207.791,215.883,271.371
1218014,CEFOXITIN 1GM INJ,J0694,47,2/13/2023,23.5,14.1,21.573,44.133,22.842,21.573,32.947,31.678,26.602,31.349,33.793,35.109,44.133
1413230,PRSTHS URNARY SPHC 1,C1815,10200,2/13/2023,5100,3060,4681.8,9577.8,4957.2,4681.8,7150.2,6874.8,5773.2,6803.4,7333.8,7619.4,9577.8
1864900,OT EVAL- LOW CMP OT,97165,996,2/13/2023,498,298.8,457.164,935.244,484.056,457.164,698.196,671.304,563.736,664.332,716.124,744.012,935.244
1414750,MESH IMPLANTABLE 1,C1781,1499,2/13/2023,749.5,449.7,688.041,1407.561,728.514,688.041,1050.799,1010.326,848.434,999.833,1077.781,1119.753,1407.561
1314808,FETAL HGB KLEIH-BETK,85460,703,2/13/2023,351.5,210.9,322.677,660.117,341.658,322.677,492.803,473.822,397.898,468.901,505.457,525.141,660.117
7210351,ROSUVASTATIN 10MG TB,,41,2/13/2023,20.5,12.3,18.819,38.499,19.926,18.819,28.741,27.634,23.206,27.347,29.479,30.627,38.499
1061511,CC-R-L HRT ART-ANGIO,93461,84855,2/13/2023,42427.5,25456.5,38948.445,79678.845,41239.53,38948.445,59483.355,57192.27,48027.93,56598.285,61010.745,63386.685,79678.845
1641016,MR-LOWER EXTR WWO,73720,5910,2/13/2023,2955,1773,2712.69,5549.49,2872.26,2712.69,4142.91,3983.34,3345.06,3941.97,4249.29,4414.77,5549.49
7211994,DIGOXIN 0.5MG INJ,J1160,47,2/13/2023,23.5,14.1,21.573,44.133,22.842,21.573,32.947,31.678,26.602,31.349,33.793,35.109,44.133
1523147,BLOOD TRANSFUSION,36430,3973,2/13/2023,1986.5,1191.9,1823.607,3730.647,1930.878,1823.607,2785.073,2677.802,2248.718,2649.991,2856.587,2967.831,3730.647
1120001,PACU LEV 1 INI 15 MN,,1103,2/13/2023,551.5,330.9,506.277,1035.717,536.058,506.277,773.203,743.422,624.298,735.701,793.057,823.941,1035.717
1314526,ZINC,84630,245,2/13/2023,122.5,73.5,112.455,230.055,119.07,112.455,171.745,165.13,138.67,163.415,176.155,183.015,230.055
8691092,S-INJ CATH HYSTERSO,58340,979,2/13/2023,489.5,293.7,449.361,919.281,475.794,449.361,686.279,659.846,554.114,652.993,703.901,731.313,919.281
1315669,RBC PRETREAT W-INHIB,86977,192,2/13/2023,96,57.6,88.128,180.288,93.312,88.128,134.592,129.408,108.672,128.064,138.048,143.424,180.288
1693831,S-ID SENTINEL NODE,38792,1750,2/13/2023,875,525,803.25,1643.25,850.5,803.25,1226.75,1179.5,990.5,1167.25,1258.25,1307.25,1643.25
1315349,MITOCHONDRIAL AB EA,86381,318,2/13/2023,159,95.4,145.962,298.602,154.548,145.962,222.918,214.332,179.988,212.106,228.642,237.546,298.602
1633772,S-JOINT ASP-INJ IM,20605,1051,2/13/2023,525.5,315.3,482.409,986.889,510.786,482.409,736.751,708.374,594.866,701.017,755.669,785.097,986.889
1211456,IVIG (GAMUNEX) 500MG,J1561,215,2/13/2023,107.5,64.5,98.685,201.885,104.49,98.685,150.715,144.91,121.69,143.405,154.585,160.605,201.885
1417000,SUTURE LEVEL 1,,73,2/13/2023,36.5,21.9,33.507,68.547,35.478,33.507,51.173,49.202,41.318,48.691,52.487,54.531,68.547
2891755,HEMOGLOBIN ELECTRO,83020,96,2/13/2023,48,28.8,44.064,90.144,46.656,44.064,67.296,64.704,54.336,64.032,69.024,71.712,90.144
1212964,CARBOXYME .5%OS 15ML,,30,2/13/2023,15,9,13.77,28.17,14.58,13.77,21.03,20.22,16.98,20.01,21.57,22.41,28.17
1913242,IMM ADM 1ST VACCINE,90471,254,2/13/2023,127,76.2,116.586,238.506,123.444,116.586,178.054,171.196,143.764,169.418,182.626,189.738,238.506
1621519,US-PELVIS PREG,76805,1657,2/13/2023,828.5,497.1,760.563,1555.923,805.302,760.563,1161.557,1116.818,937.862,1105.219,1191.383,1237.779,1555.923
1314588,IMM E-PHORS-URIN-CSF,86335,923,2/13/2023,461.5,276.9,423.657,866.697,448.578,423.657,647.023,622.102,522.418,615.641,663.637,689.481,866.697
1314618,IMMUNODIFFUSION,86329,89,2/13/2023,44.5,26.7,40.851,83.571,43.254,40.851,62.389,59.986,50.374,59.363,63.991,66.483,83.571
1710901,INTUBATION,SURG,2287,2/13/2023,1143.5,686.1,1049.733,2147.493,1111.482,1049.733,1603.187,1541.438,1294.442,1525.429,1644.353,1708.389,2147.493
1719017,PF TST PLETHYSMOGRA,94726,1429,2/13/2023,714.5,428.7,655.911,1341.831,694.494,655.911,1001.729,963.146,808.814,953.143,1027.451,1067.463,1341.831
8061068,S-TIB-PER REVASC STN,SURG,1432,2/13/2023,716,429.6,657.288,1344.648,695.952,657.288,1003.832,965.168,810.512,955.144,1029.608,1069.704,1344.648
1621518,US-SPINAL CANAL,76800,1171,2/13/2023,585.5,351.3,537.489,1099.569,569.106,537.489,820.871,789.254,662.786,781.057,841.949,874.737,1099.569
1218087,NIFEDIP OSM 30MGSRTB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1314244,ESTRIOL,82677,190,2/13/2023,95,57,87.21,178.41,92.34,87.21,133.19,128.06,107.54,126.73,136.61,141.93,178.41
1660073,UE-HAND 3V DR,73130,1162,2/13/2023,581,348.6,533.358,1091.118,564.732,533.358,814.562,783.188,657.692,775.054,835.478,868.014,1091.118
1218829,BUDESONIDE 3MG SR CP,,86,2/13/2023,43,25.8,39.474,80.754,41.796,39.474,60.286,57.964,48.676,57.362,61.834,64.242,80.754
1218408,METHIMAZOLE 5MG TAB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1317115,ONCO OVAR 2 PROT,81500,754,2/13/2023,377,226.2,346.086,708.006,366.444,346.086,528.554,508.196,426.764,502.918,542.126,563.238,708.006
1710933,MECH VENT INITIAL,94002,11829,2/13/2023,5914.5,3548.7,5429.511,11107.431,5748.894,5429.511,8292.129,7972.746,6695.214,7889.943,8505.051,8836.263,11107.431
1217914,THEOPHYLLI 400MG TAB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1314784,"PROTEIN S, TOTAL",85305,412,2/13/2023,206,123.6,189.108,386.868,200.232,189.108,288.812,277.688,233.192,274.804,296.228,307.764,386.868
1316418,C DIFF AMPLI PROBE,87493,197,2/13/2023,98.5,59.1,90.423,184.983,95.742,90.423,138.097,132.778,111.502,131.399,141.643,147.159,184.983
1219285,ENALAPRILAT 2.5MG/2M,,47,2/13/2023,23.5,14.1,21.573,44.133,22.842,21.573,32.947,31.678,26.602,31.349,33.793,35.109,44.133
1914215,POST AR TRA EM LV 5F,99285,11081,2/13/2023,5540.5,3324.3,5086.179,10405.059,5385.366,5086.179,7767.781,7468.594,6271.846,7391.027,7967.239,8277.507,10405.059
1212397,TOBRAMCY SUL PWD 1GM,,45,2/13/2023,22.5,13.5,20.655,42.255,21.87,20.655,31.545,30.33,25.47,30.015,32.355,33.615,42.255
1921201,URGENT CARE LVL 1 EP,G0463,50,2/13/2023,25,15,22.95,46.95,24.3,22.95,35.05,33.7,28.3,33.35,35.95,37.35,46.95
1872314,ORAL FUNC TX-VIS,92526,1047,2/13/2023,523.5,314.1,480.573,983.133,508.842,480.573,733.947,705.678,592.602,698.349,752.793,782.109,983.133
2290200,MULTI SLEEP LAT,95805,2703,2/13/2023,1351.5,810.9,1240.677,2538.117,1313.658,1240.677,1894.803,1821.822,1529.898,1802.901,1943.457,2019.141,2538.117
245193,R&B SICK BABY LVL 3,,4847,2/13/2023,2423.5,1454.1,2224.773,4551.333,2355.642,2224.773,3397.747,3266.878,2743.402,3232.949,3484.993,3620.709,4551.333
1875200,COG SKL DV INI15 SP,97129,235,2/13/2023,117.5,70.5,107.865,220.665,114.21,107.865,164.735,158.39,133.01,156.745,168.965,175.545,220.665
8691019,S-INJ WRIST ARTHRO,25246,671,2/13/2023,335.5,201.3,307.989,630.069,326.106,307.989,470.371,452.254,379.786,447.557,482.449,501.237,630.069
8691014,S-SINUS TRCT INJ DIA,SURG,532,2/13/2023,266,159.6,244.188,499.548,258.552,244.188,372.932,358.568,301.112,354.844,382.508,397.404,499.548
1211886,RIFAXIMIN 550MG TAB,,163,2/13/2023,81.5,48.9,74.817,153.057,79.218,74.817,114.263,109.862,92.258,108.721,117.197,121.761,153.057
1641067,MR-PELVIS WWO,72197,7348,2/13/2023,3674,2204.4,3372.732,6899.772,3571.128,3372.732,5150.948,4952.552,4158.968,4901.116,5283.212,5488.956,6899.772
1610125,BNE SRVY CMP METS DR,77075,908,2/13/2023,454,272.4,416.772,852.612,441.288,416.772,636.508,611.992,513.928,605.636,652.852,678.276,852.612
1651152,NM-PAR PLAN THY IMG,78070,4766,2/13/2023,2383,1429.8,2187.594,4475.274,2316.276,2187.594,3340.966,3212.284,2697.556,3178.922,3426.754,3560.202,4475.274
1921205,URGENT CARE LVL 5 EP,G0463,254.05,2/13/2023,127.025,76.215,116.60895,238.55295,123.4683,116.60895,178.08905,171.2297,143.7923,169.45135,182.66195,189.77535,238.55295
1211377,EPICEL SQ CM,Q4100,750,2/13/2023,375,225,344.25,704.25,364.5,344.25,525.75,505.5,424.5,500.25,539.25,560.25,704.25
8611107,FL-LOWER GI FOLLOW,74248,462,2/13/2023,231,138.6,212.058,433.818,224.532,212.058,323.862,311.388,261.492,308.154,332.178,345.114,433.818
1660059,UE-SCAPULA DR,73010,753,2/13/2023,376.5,225.9,345.627,707.067,365.958,345.627,527.853,507.522,426.198,502.251,541.407,562.491,707.067
1314297,FOLLICLE STIM HORM,83001,229,2/13/2023,114.5,68.7,105.111,215.031,111.294,105.111,160.529,154.346,129.614,152.743,164.651,171.063,215.031
1414351,CATH-DRAINAG LEVEL 2,C1729,1526,2/13/2023,763,457.8,700.434,1432.914,741.636,700.434,1069.726,1028.524,863.716,1017.842,1097.194,1139.922,1432.914
1314367,MANGANESE,83785,134,2/13/2023,67,40.2,61.506,125.826,65.124,61.506,93.934,90.316,75.844,89.378,96.346,100.098,125.826
1314442,PROSTAGLANDIN,84150,139,2/13/2023,69.5,41.7,63.801,130.521,67.554,63.801,97.439,93.686,78.674,92.713,99.941,103.833,130.521
1219504,PHYSOSTIG 2MG/2M AMP,,423,2/13/2023,211.5,126.9,194.157,397.197,205.578,194.157,296.523,285.102,239.418,282.141,304.137,315.981,397.197
1621628,US-PLC LOC DVCE 1ST,MANUL,3503,2/13/2023,1751.5,1050.9,1607.877,3289.317,1702.458,1607.877,2455.603,2361.022,1982.698,2336.501,2518.657,2616.741,3289.317
1314149,BETA-2 MICROGLOBULIN,82232,448,2/13/2023,224,134.4,205.632,420.672,217.728,205.632,314.048,301.952,253.568,298.816,322.112,334.656,420.672
1218465,PRAVASTATIN 40MG TAB,,20,2/13/2023,10,6,9.18,18.78,9.72,9.18,14.02,13.48,11.32,13.34,14.38,14.94,18.78
1314148,BARBITURATES MS,80345,83,2/13/2023,41.5,24.9,38.097,77.937,40.338,38.097,58.183,55.942,46.978,55.361,59.677,62.001,77.937
1633776,S-JNT ASP INJ MAJ UN,SURG,957,2/13/2023,478.5,287.1,439.263,898.623,465.102,439.263,670.857,645.018,541.662,638.319,688.083,714.879,898.623
1217173,VALGANCICLOV 450MGTB,,177,2/13/2023,88.5,53.1,81.243,166.203,86.022,81.243,124.077,119.298,100.182,118.059,127.263,132.219,166.203
1211792,PNEUMOCOC 13-VAL IM,90670,727,2/13/2023,363.5,218.1,333.693,682.653,353.322,333.693,509.627,489.998,411.482,484.909,522.713,543.069,682.653
1691362,IR-RV IVL TIB PER,SURG,30774,2/13/2023,15387,9232.2,14125.266,28896.786,14956.164,14125.266,21572.574,20741.676,17418.084,20526.258,22126.506,22988.178,28896.786
1321189,ICC ADD AB PER SLIDE,88341,301,2/13/2023,150.5,90.3,138.159,282.639,146.286,138.159,211.001,202.874,170.366,200.767,216.419,224.847,282.639
1212345,SOD PHOS 15MMOL/250,,205,2/13/2023,102.5,61.5,94.095,192.495,99.63,94.095,143.705,138.17,116.03,136.735,147.395,153.135,192.495
1410008,OTH STER SUPP LVL 8,,2734,2/13/2023,1367,820.2,1254.906,2567.226,1328.724,1254.906,1916.534,1842.716,1547.444,1823.578,1965.746,2042.298,2567.226
1814901,PT EVAL- MOD CMP PT,97162,633,2/13/2023,316.5,189.9,290.547,594.387,307.638,290.547,443.733,426.642,358.278,422.211,455.127,472.851,594.387
1691172,IR-INS TUN IP CATH P,SURG,11015,2/13/2023,5507.5,3304.5,5055.885,10343.085,5353.29,5055.885,7721.515,7424.11,6234.49,7347.005,7919.785,8228.205,10343.085
1217689,FERR SULF 300MG/5 UD,,17,2/13/2023,8.5,5.1,7.803,15.963,8.262,7.803,11.917,11.458,9.622,11.339,12.223,12.699,15.963
1210620,NYSTAT100K/GM OIN30G,,136,2/13/2023,68,40.8,62.424,127.704,66.096,62.424,95.336,91.664,76.976,90.712,97.784,101.592,127.704
1212118,ADRENL/EPINEP 0.1MG,J0171,9,2/13/2023,4.5,2.7,4.131,8.451,4.374,4.131,6.309,6.066,5.094,6.003,6.471,6.723,8.451
1217770,CARBI25-LEVOD250MGTB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1217804,HALOPERID 2MG/ML 15M,,100,2/13/2023,50,30,45.9,93.9,48.6,45.9,70.1,67.4,56.6,66.7,71.9,74.7,93.9
1314463,VITAMIN B-2,84252,92,2/13/2023,46,27.6,42.228,86.388,44.712,42.228,64.492,62.008,52.072,61.364,66.148,68.724,86.388
1061528,S-INS CATH RENART 2U,SURG,22988,2/13/2023,11494,6896.4,10551.492,21585.732,11172.168,10551.492,16114.588,15493.912,13011.208,15332.996,16528.372,17172.036,21585.732
1314630,"T CELL,ABSO CD4-CD8",86360,344,2/13/2023,172,103.2,157.896,323.016,167.184,157.896,241.144,231.856,194.704,229.448,247.336,256.968,323.016
1824928,MUL-LY COM LWRLG PT,29581,619,2/13/2023,309.5,185.7,284.121,581.241,300.834,284.121,433.919,417.206,350.354,412.873,445.061,462.393,581.241
1217087,BUPROPION 75MG TAB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1314491,THYROID STIM IMMUNO,84445,388,2/13/2023,194,116.4,178.092,364.332,188.568,178.092,271.988,261.512,219.608,258.796,278.972,289.836,364.332
8060096,HEART FLOW MEASURE,93571,2415,2/13/2023,1207.5,724.5,1108.485,2267.685,1173.69,1108.485,1692.915,1627.71,1366.89,1610.805,1736.385,1804.005,2267.685
1061574,S-TRNSCTH THROM VEN,SURG,13437,2/13/2023,6718.5,4031.1,6167.583,12617.343,6530.382,6167.583,9419.337,9056.538,7605.342,8962.479,9661.203,10037.439,12617.343
1610166,CH-CHEST 4V DR,71048,825,2/13/2023,412.5,247.5,378.675,774.675,400.95,378.675,578.325,556.05,466.95,550.275,593.175,616.275,774.675
1210010,IVIG (GAMUNEX) 500MG,J1561,222,2/13/2023,111,66.6,101.898,208.458,107.892,101.898,155.622,149.628,125.652,148.074,159.618,165.834,208.458
1210222,FONDAPARIN 0.5MG INJ,J1652,27,2/13/2023,13.5,8.1,12.393,25.353,13.122,12.393,18.927,18.198,15.282,18.009,19.413,20.169,25.353
1660008,HE-FACIAL BNES 3V DR,70150,947,2/13/2023,473.5,284.1,434.673,889.233,460.242,434.673,663.847,638.278,536.002,631.649,680.893,707.409,889.233
1610013,HE-SINUSES LTD DR,70210,532,2/13/2023,266,159.6,244.188,499.548,258.552,244.188,372.932,358.568,301.112,354.844,382.508,397.404,499.548
1321060,CHROMOSOME ANALYS 45,88263,673,2/13/2023,336.5,201.9,308.907,631.947,327.078,308.907,471.773,453.602,380.918,448.891,483.887,502.731,631.947
1532030,BLOOD TRANSF 0 2 HRS,36430,3973,2/13/2023,1986.5,1191.9,1823.607,3730.647,1930.878,1823.607,2785.073,2677.802,2248.718,2649.991,2856.587,2967.831,3730.647
1210197,CEFTRIAXONE 250MGINJ,J0696,5.8,2/13/2023,2.9,1.74,2.6622,5.4462,2.8188,2.6622,4.0658,3.9092,3.2828,3.8686,4.1702,4.3326,5.4462
1660046,SP-LS SPN 2 TO 3V DR,72100,886,2/13/2023,443,265.8,406.674,831.954,430.596,406.674,621.086,597.164,501.476,590.962,637.034,661.842,831.954
1217940,WARFARIN 2MG TAB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1641050,MRA-HEAD W,70545,4435,2/13/2023,2217.5,1330.5,2035.665,4164.465,2155.41,2035.665,3108.935,2989.19,2510.21,2958.145,3188.765,3312.945,4164.465
1314660,CANDIDA AB,86628,78,2/13/2023,39,23.4,35.802,73.242,37.908,35.802,54.678,52.572,44.148,52.026,56.082,58.266,73.242
1314259,FOLIC ACID RBC,82747,278,2/13/2023,139,83.4,127.602,261.042,135.108,127.602,194.878,187.372,157.348,185.426,199.882,207.666,261.042
1218234,PYRIDOXINE 50MG TAB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1212400,MG-PLUS PROTEIN TAB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1413124,EVENT RECRDR CARDIAC,C1764,27801,2/13/2023,13900.5,8340.3,12760.659,26105.139,13511.286,12760.659,19488.501,18737.874,15735.366,18543.267,19988.919,20767.347,26105.139
1921204,URGENT CARE LVL 4 EP,G0463,134,2/13/2023,67,40.2,61.506,125.826,65.124,61.506,93.934,90.316,75.844,89.378,96.346,100.098,125.826
1211202,MULTIVIT-MIN LIQ 5ML,,3.7,2/13/2023,1.85,1.11,1.6983,3.4743,1.7982,1.6983,2.5937,2.4938,2.0942,2.4679,2.6603,2.7639,3.4743
1061424,IR-VENACAVAGRAM INF,75825,17629,2/13/2023,8814.5,5288.7,8091.711,16553.631,8567.694,8091.711,12357.929,11881.946,9978.014,11758.543,12675.251,13168.863,16553.631
1314747,"WBC DIFF, MAN",85007,58,2/13/2023,29,17.4,26.622,54.462,28.188,26.622,40.658,39.092,32.828,38.686,41.702,43.326,54.462
8060093,CC-DRUM ADM-HEMODYNC,93463,2120,2/13/2023,1060,636,973.08,1990.68,1030.32,973.08,1486.12,1428.88,1199.92,1414.04,1524.28,1583.64,1990.68
1218107,NOREPINEP 1MG/ML 4ML,,125,2/13/2023,62.5,37.5,57.375,117.375,60.75,57.375,87.625,84.25,70.75,83.375,89.875,93.375,117.375
1331049,S-H PLAT PHERE L-R,P9035,6677,2/13/2023,3338.5,2003.1,3064.743,6269.703,3245.022,3064.743,4680.577,4500.298,3779.182,4453.559,4800.763,4987.719,6269.703
1610039,SP-T SPNE 4PLUS V DR,72074,956,2/13/2023,478,286.8,438.804,897.684,464.616,438.804,670.156,644.344,541.096,637.652,687.364,714.132,897.684
1414327,CATH-ANGIO LEVEL 3,C1725,4870,2/13/2023,2435,1461,2235.33,4572.93,2366.82,2235.33,3413.87,3282.38,2756.42,3248.29,3501.53,3637.89,4572.93
1314431,"PORPHYRINS,FEC,QUAN",84126,188,2/13/2023,94,56.4,86.292,176.532,91.368,86.292,131.788,126.712,106.408,125.396,135.172,140.436,176.532
1610091,LE-FOOT 2V DR,73620,751,2/13/2023,375.5,225.3,344.709,705.189,364.986,344.709,526.451,506.174,425.066,500.917,539.969,560.997,705.189
1317075,TRG GENE REARRANGE,81342,1128,2/13/2023,564,338.4,517.752,1059.192,548.208,517.752,790.728,760.272,638.448,752.376,811.032,842.616,1059.192
1218272,SERTRALINE 50MG TAB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1211232,FENTAN 50MCG/ML PCA,,396,2/13/2023,198,118.8,181.764,371.844,192.456,181.764,277.596,266.904,224.136,264.132,284.724,295.812,371.844
1314968,"HEPATITIS C,RNA,QUAN",87522,330,2/13/2023,165,99,151.47,309.87,160.38,151.47,231.33,222.42,186.78,220.11,237.27,246.51,309.87
1213507,MAGIC MOUTHWASH 15ML,,15,2/13/2023,7.5,4.5,6.885,14.085,7.29,6.885,10.515,10.11,8.49,10.005,10.785,11.205,14.085
